filename,xmin,ymin,xmax,ymax,xmin_norm,ymin_norm,xmax_norm,ymax_norm
img_04381.jpg,91,111,131,132,0.40625,0.495536,0.584821,0.589286
img_13372.jpg,89,143,155,159,0.397321,0.638393,0.691964,0.709821
img_19139.jpg,65,133,127,154,0.290179,0.59375,0.566964,0.6875
img_08034.jpg,63,112,142,134,0.28125,0.5,0.633929,0.598214
img_17114.jpg,66,159,149,183,0.294643,0.709821,0.665179,0.816964
img_18541.jpg,75,115,127,130,0.334821,0.513393,0.566964,0.580357
img_01010.jpg,116,113,139,127,0.517857,0.504464,0.620536,0.566964
img_13414.jpg,86,118,119,140,0.383929,0.526786,0.53125,0.625
img_04168.jpg,128,129,138,132,0.571429,0.575893,0.616071,0.589286
img_04168.jpg,105,121,113,124,0.46875,0.540179,0.504464,0.553571
img_13400.jpg,83,141,149,157,0.370536,0.629464,0.665179,0.700893
img_18555.jpg,139,87,170,103,0.620536,0.388393,0.758929,0.459821
img_10109.jpg,76,67,100,80,0.339286,0.299107,0.446429,0.357143
img_01004.jpg,98,98,120,112,0.4375,0.4375,0.535714,0.5
img_01762.jpg,87,159,150,172,0.388393,0.709821,0.669643,0.767857
img_08020.jpg,90,192,138,202,0.401786,0.857143,0.616071,0.901786
img_17100.jpg,89,138,131,148,0.397321,0.616071,0.584821,0.660714
img_13366.jpg,95,146,132,155,0.424107,0.651786,0.589286,0.691964
img_19105.jpg,105,133,157,150,0.46875,0.59375,0.700893,0.669643
img_08008.jpg,42,132,147,158,0.1875,0.589286,0.65625,0.705357
img_17128.jpg,98,148,154,164,0.4375,0.660714,0.6875,0.732143
img_04632.jpg,71,152,144,169,0.316964,0.678571,0.642857,0.754464
img_04154.jpg,89,143,155,159,0.397321,0.638393,0.691964,0.709821
img_13428.jpg,148,131,171,142,0.660714,0.584821,0.763393,0.633929
img_10121.jpg,111,99,136,112,0.495536,0.441964,0.607143,0.5
img_06743.jpg,125,159,186,172,0.558036,0.709821,0.830357,0.767857
img_19663.jpg,180,109,192,113,0.803571,0.486607,0.857143,0.504464
img_18569.jpg,63,79,122,115,0.28125,0.352679,0.544643,0.513393
img_10135.jpg,104,104,128,121,0.464286,0.464286,0.571429,0.540179
img_06757.jpg,92,155,146,168,0.410714,0.691964,0.651786,0.75
img_19677.jpg,84,154,113,163,0.375,0.6875,0.504464,0.727679
img_01038.jpg,97,82,107,139,0.433036,0.366071,0.477679,0.620536
img_04140.jpg,74,133,112,142,0.330357,0.59375,0.5,0.633929
img_04626.jpg,86,111,134,123,0.383929,0.495536,0.598214,0.549107
img_19111.jpg,146,112,192,126,0.651786,0.5,0.857143,0.5625
img_10653.jpg,0,41,209,147,0.0,0.183036,0.933036,0.65625
img_15918.jpg,92,134,127,144,0.410714,0.598214,0.566964,0.642857
img_17869.jpg,65,105,123,122,0.290179,0.46875,0.549107,0.544643
img_18582.jpg,56,67,125,90,0.25,0.299107,0.558036,0.401786
img_19688.jpg,57,88,96,101,0.254464,0.392857,0.428571,0.450893
img_18596.jpg,105,144,164,161,0.46875,0.642857,0.732143,0.71875
img_04801.jpg,82,146,133,156,0.366071,0.651786,0.59375,0.696429
img_15924.jpg,93,178,139,187,0.415179,0.794643,0.620536,0.834821
img_06780.jpg,87,174,134,184,0.388393,0.776786,0.598214,0.821429
img_08975.jpg,90,120,138,131,0.401786,0.535714,0.616071,0.584821
img_04197.jpg,106,119,135,131,0.473214,0.53125,0.602679,0.584821
img_04183.jpg,23,130,48,136,0.102679,0.580357,0.214286,0.607143
img_06794.jpg,99,192,143,203,0.441964,0.857143,0.638393,0.90625
img_01945.jpg,78,130,172,159,0.348214,0.580357,0.767857,0.709821
img_15930.jpg,86,163,141,175,0.383929,0.727679,0.629464,0.78125
img_13399.jpg,139,152,179,163,0.620536,0.678571,0.799107,0.727679
img_01602.jpg,39,102,167,146,0.174107,0.455357,0.745536,0.651786
img_10069.jpg,152,94,182,111,0.678571,0.419643,0.8125,0.495536
img_13560.jpg,95,107,129,117,0.424107,0.477679,0.575893,0.522321
img_13574.jpg,28,96,100,111,0.125,0.428571,0.446429,0.495536
img_19059.jpg,158,71,204,83,0.705357,0.316964,0.910714,0.370536
img_19071.jpg,174,123,203,132,0.776786,0.549107,0.90625,0.589286
img_16342.jpg,35,83,196,122,0.15625,0.370536,0.875,0.544643
img_12124.jpg,74,88,125,103,0.330357,0.392857,0.558036,0.459821
img_15893.jpg,97,118,127,124,0.433036,0.526786,0.566964,0.553571
img_04746.jpg,85,112,131,122,0.379464,0.5,0.584821,0.544643
img_04020.jpg,75,132,166,153,0.334821,0.589286,0.741071,0.683036
img_12642.jpg,53,158,94,168,0.236607,0.705357,0.419643,0.75
img_19717.jpg,117,69,191,87,0.522321,0.308036,0.852679,0.388393
img_19703.jpg,85,88,143,106,0.379464,0.392857,0.638393,0.473214
img_13548.jpg,99,126,120,138,0.441964,0.5625,0.535714,0.616071
img_04752.jpg,29,133,71,154,0.129464,0.59375,0.316964,0.6875
img_15887.jpg,79,174,150,186,0.352679,0.776786,0.669643,0.830357
img_19065.jpg,75,78,146,97,0.334821,0.348214,0.651786,0.433036
img_06810.jpg,92,146,140,157,0.410714,0.651786,0.625,0.700893
img_06804.jpg,82,144,141,158,0.366071,0.642857,0.629464,0.705357
img_15878.jpg,97,139,130,147,0.433036,0.620536,0.580357,0.65625
img_04785.jpg,115,151,172,167,0.513393,0.674107,0.767857,0.745536
img_10096.jpg,93,85,136,104,0.415179,0.379464,0.607143,0.464286
img_06838.jpg,93,111,129,119,0.415179,0.495536,0.575893,0.53125
img_04791.jpg,93,161,158,176,0.415179,0.71875,0.705357,0.785714
img_13762.jpg,81,135,145,150,0.361607,0.602679,0.647321,0.669643
img_18637.jpg,58,165,112,181,0.258929,0.736607,0.5,0.808036
img_01366.jpg,69,97,166,121,0.308036,0.433036,0.741071,0.540179
img_19529.jpg,52,79,106,100,0.232143,0.352679,0.473214,0.446429
img_04578.jpg,93,140,133,151,0.415179,0.625,0.59375,0.674107
img_18623.jpg,84,102,130,118,0.375,0.455357,0.580357,0.526786
img_13776.jpg,80,123,118,141,0.357143,0.549107,0.526786,0.629464
img_14019.jpg,82,146,133,156,0.366071,0.651786,0.59375,0.696429
img_10257.jpg,120,130,142,144,0.535714,0.580357,0.633929,0.642857
img_19515.jpg,27,124,57,135,0.120536,0.553571,0.254464,0.602679
img_13986.jpg,92,123,123,131,0.410714,0.549107,0.549107,0.584821
img_04222.jpg,44,163,95,176,0.196429,0.727679,0.424107,0.785714
img_04544.jpg,81,135,145,150,0.361607,0.602679,0.647321,0.669643
img_19273.jpg,102,166,144,179,0.455357,0.741071,0.642857,0.799107
img_19267.jpg,115,157,177,175,0.513393,0.700893,0.790179,0.78125
img_00736.jpg,80,151,149,168,0.357143,0.674107,0.665179,0.75
img_04550.jpg,181,118,210,126,0.808036,0.526786,0.9375,0.5625
img_13992.jpg,80,144,141,160,0.357143,0.642857,0.629464,0.714286
img_04236.jpg,79,129,111,143,0.352679,0.575893,0.495536,0.638393
img_10243.jpg,77,118,107,143,0.34375,0.526786,0.477679,0.638393
img_19501.jpg,8,89,51,107,0.035714,0.397321,0.227679,0.477679
img_13979.jpg,19,180,64,191,0.084821,0.803571,0.285714,0.852679
img_00905.jpg,97,154,119,168,0.433036,0.6875,0.53125,0.75
img_19298.jpg,40,131,82,144,0.178571,0.584821,0.366071,0.642857
img_00911.jpg,65,76,186,110,0.290179,0.339286,0.830357,0.491071
img_18838.jpg,27,143,83,155,0.120536,0.638393,0.370536,0.691964
img_07918.jpg,81,131,170,155,0.361607,0.584821,0.758929,0.691964
img_13945.jpg,89,169,140,180,0.397321,0.754464,0.625,0.803571
img_18810.jpg,88,184,137,200,0.392857,0.821429,0.611607,0.892857
img_07930.jpg,48,116,189,150,0.214286,0.517857,0.84375,0.669643
img_10294.jpg,100,115,148,136,0.446429,0.513393,0.660714,0.607143
img_00939.jpg,104,73,128,80,0.464286,0.325893,0.571429,0.357143
img_04587.jpg,104,106,146,138,0.464286,0.473214,0.651786,0.616071
img_04593.jpg,55,109,146,145,0.245536,0.486607,0.651786,0.647321
img_16197.jpg,35,81,207,155,0.15625,0.361607,0.924107,0.691964
img_18804.jpg,45,111,81,120,0.200893,0.495536,0.361607,0.535714
img_07924.jpg,95,111,148,123,0.424107,0.495536,0.660714,0.549107
img_10280.jpg,66,105,90,120,0.294643,0.46875,0.401786,0.535714
img_13789.jpg,83,145,139,161,0.370536,0.647321,0.620536,0.71875
img_13951.jpg,91,140,135,148,0.40625,0.625,0.602679,0.660714
img_11821.jpg,103,96,194,129,0.459821,0.428571,0.866071,0.575893
img_04592.jpg,54,85,166,134,0.241071,0.379464,0.741071,0.598214
img_12496.jpg,66,119,170,144,0.294643,0.53125,0.758929,0.642857
img_13950.jpg,90,120,157,134,0.401786,0.535714,0.700893,0.598214
img_13788.jpg,128,120,173,135,0.571429,0.535714,0.772321,0.602679
img_10281.jpg,96,141,118,158,0.428571,0.629464,0.526786,0.705357
img_16828.jpg,87,133,154,150,0.388393,0.59375,0.6875,0.669643
img_07925.jpg,63,129,150,152,0.28125,0.575893,0.669643,0.678571
img_18805.jpg,59,109,100,120,0.263393,0.486607,0.446429,0.535714
img_10295.jpg,112,84,137,97,0.5,0.375,0.611607,0.433036
img_07931.jpg,148,114,199,128,0.660714,0.508929,0.888393,0.571429
img_18811.jpg,86,182,137,198,0.383929,0.8125,0.611607,0.883929
img_13944.jpg,93,155,143,166,0.415179,0.691964,0.638393,0.741071
img_04586.jpg,150,136,177,146,0.669643,0.607143,0.790179,0.651786
img_00938.jpg,43,81,99,126,0.191964,0.361607,0.441964,0.5625
img_00910.jpg,45,198,136,219,0.200893,0.883929,0.607143,0.977679
img_19299.jpg,38,95,76,109,0.169643,0.424107,0.339286,0.486607
img_07919.jpg,103,106,187,132,0.459821,0.473214,0.834821,0.589286
img_18839.jpg,89,118,127,138,0.397321,0.526786,0.566964,0.616071
img_13978.jpg,85,167,140,180,0.379464,0.745536,0.625,0.803571
img_00904.jpg,104,118,127,136,0.464286,0.526786,0.566964,0.607143
img_18193.jpg,90,120,138,131,0.401786,0.535714,0.616071,0.584821
img_04551.jpg,50,79,167,135,0.223214,0.352679,0.745536,0.602679
img_19266.jpg,110,140,159,154,0.491071,0.625,0.709821,0.6875
img_19500.jpg,12,78,61,98,0.053571,0.348214,0.272321,0.4375
img_10242.jpg,121,123,142,140,0.540179,0.549107,0.633929,0.625
img_14024.jpg,76,112,116,125,0.339286,0.5,0.517857,0.558036
img_04237.jpg,110,68,140,84,0.491071,0.303571,0.625,0.375
img_13993.jpg,83,152,137,163,0.370536,0.678571,0.611607,0.727679
img_04223.jpg,69,104,147,128,0.308036,0.464286,0.65625,0.571429
img_13987.jpg,125,151,163,169,0.558036,0.674107,0.727679,0.754464
img_19514.jpg,32,124,66,137,0.142857,0.553571,0.294643,0.611607
img_10256.jpg,97,82,107,139,0.433036,0.366071,0.477679,0.620536
img_19272.jpg,19,113,98,135,0.084821,0.504464,0.4375,0.602679
img_04545.jpg,82,62,143,94,0.366071,0.276786,0.638393,0.419643
img_16169.jpg,158,104,194,121,0.705357,0.464286,0.866071,0.540179
img_14018.jpg,81,143,127,153,0.361607,0.638393,0.566964,0.683036
img_13777.jpg,76,146,132,156,0.339286,0.651786,0.589286,0.696429
img_18622.jpg,121,117,165,131,0.540179,0.522321,0.736607,0.584821
img_19528.jpg,5,89,47,109,0.022321,0.397321,0.209821,0.486607
img_18636.jpg,88,159,140,174,0.392857,0.709821,0.625,0.776786
img_13763.jpg,82,62,143,94,0.366071,0.276786,0.638393,0.419643
img_04579.jpg,48,159,81,168,0.214286,0.709821,0.361607,0.75
img_04579.jpg,175,109,200,115,0.78125,0.486607,0.892857,0.513393
img_06839.jpg,111,153,154,170,0.495536,0.683036,0.6875,0.758929
img_04790.jpg,105,154,137,161,0.46875,0.6875,0.611607,0.71875
img_04784.jpg,93,146,125,153,0.415179,0.651786,0.558036,0.683036
img_03955.jpg,76,79,199,123,0.339286,0.352679,0.888393,0.549107
img_08800.jpg,46,149,149,172,0.205357,0.665179,0.665179,0.767857
img_10097.jpg,85,116,133,141,0.379464,0.517857,0.59375,0.629464
img_10097.jpg,37,88,59,94,0.165179,0.392857,0.263393,0.419643
img_06805.jpg,70,117,106,126,0.3125,0.522321,0.473214,0.5625
img_15879.jpg,87,128,123,136,0.388393,0.571429,0.549107,0.607143
img_06811.jpg,145,169,180,188,0.647321,0.754464,0.803571,0.839286
img_13549.jpg,73,111,146,132,0.325893,0.495536,0.651786,0.589286
img_19702.jpg,155,86,201,97,0.691964,0.383929,0.897321,0.433036
img_19064.jpg,41,84,117,105,0.183036,0.375,0.522321,0.46875
img_15886.jpg,96,138,134,148,0.428571,0.616071,0.598214,0.660714
img_04753.jpg,81,139,127,151,0.361607,0.620536,0.566964,0.674107
img_04747.jpg,76,145,148,160,0.339286,0.647321,0.660714,0.714286
img_15892.jpg,86,162,149,177,0.383929,0.723214,0.665179,0.790179
img_19070.jpg,146,83,179,92,0.651786,0.370536,0.799107,0.410714
img_10732.jpg,75,26,140,42,0.334821,0.116071,0.625,0.1875
img_10054.jpg,94,118,129,132,0.419643,0.526786,0.575893,0.589286
img_19716.jpg,158,76,207,88,0.705357,0.339286,0.924107,0.392857
img_01159.jpg,65,121,154,142,0.290179,0.540179,0.6875,0.633929
img_13575.jpg,109,111,141,122,0.486607,0.495536,0.629464,0.544643
img_19058.jpg,147,60,212,75,0.65625,0.267857,0.946429,0.334821
img_01603.jpg,49,97,115,131,0.21875,0.433036,0.513393,0.584821
img_13561.jpg,0,62,216,99,0.0,0.276786,0.964286,0.441964
img_07514.jpg,83,141,138,153,0.370536,0.629464,0.616071,0.683036
img_06795.jpg,97,156,139,168,0.433036,0.696429,0.620536,0.75
img_04182.jpg,83,141,149,157,0.370536,0.629464,0.665179,0.700893
img_13398.jpg,3,52,220,159,0.013393,0.232143,0.982143,0.709821
img_15931.jpg,78,154,150,174,0.348214,0.6875,0.669643,0.776786
img_15925.jpg,77,107,120,117,0.34375,0.477679,0.535714,0.522321
img_04196.jpg,86,118,119,140,0.383929,0.526786,0.53125,0.625
img_06781.jpg,84,169,141,182,0.375,0.754464,0.629464,0.8125
img_18597.jpg,80,108,138,126,0.357143,0.482143,0.616071,0.5625
img_19689.jpg,39,103,82,119,0.174107,0.459821,0.366071,0.53125
img_04800.jpg,81,143,127,153,0.361607,0.638393,0.566964,0.683036
img_15919.jpg,93,124,142,137,0.415179,0.553571,0.633929,0.611607
img_18583.jpg,46,62,122,85,0.205357,0.276786,0.544643,0.379464
img_04141.jpg,84,128,127,139,0.375,0.571429,0.566964,0.620536
img_19676.jpg,42,146,72,157,0.1875,0.651786,0.321429,0.700893
img_01039.jpg,120,130,142,144,0.535714,0.580357,0.633929,0.642857
img_06756.jpg,73,124,147,140,0.325893,0.553571,0.65625,0.625
img_10134.jpg,100,111,109,119,0.446429,0.495536,0.486607,0.53125
img_18568.jpg,72,104,128,137,0.321429,0.464286,0.571429,0.611607
img_19110.jpg,161,111,213,125,0.71875,0.495536,0.950893,0.558036
img_04627.jpg,83,157,136,168,0.370536,0.700893,0.607143,0.75
img_04633.jpg,92,91,132,101,0.410714,0.40625,0.589286,0.450893
img_17129.jpg,48,91,173,116,0.214286,0.40625,0.772321,0.517857
img_08009.jpg,119,103,169,134,0.53125,0.459821,0.754464,0.598214
img_19104.jpg,105,128,145,141,0.46875,0.571429,0.647321,0.629464
img_19662.jpg,22,136,56,155,0.098214,0.607143,0.25,0.691964
img_06742.jpg,85,80,183,137,0.379464,0.357143,0.816964,0.611607
img_10120.jpg,109,74,126,89,0.486607,0.330357,0.5625,0.397321
img_13429.jpg,99,126,152,137,0.441964,0.5625,0.678571,0.611607
img_04155.jpg,61,166,116,179,0.272321,0.741071,0.517857,0.799107
img_01005.jpg,82,95,110,98,0.366071,0.424107,0.491071,0.4375
img_10108.jpg,102,111,128,126,0.455357,0.495536,0.571429,0.5625
img_18554.jpg,131,92,163,108,0.584821,0.410714,0.727679,0.482143
img_03612.jpg,81,118,143,130,0.361607,0.526786,0.638393,0.580357
img_13401.jpg,23,130,48,136,0.102679,0.580357,0.214286,0.607143
img_13367.jpg,88,144,123,151,0.392857,0.642857,0.549107,0.674107
img_17101.jpg,12,67,177,155,0.053571,0.299107,0.790179,0.691964
img_08021.jpg,23,97,180,136,0.102679,0.433036,0.803571,0.607143
img_17115.jpg,85,157,144,170,0.379464,0.700893,0.642857,0.758929
img_08035.jpg,76,117,153,140,0.339286,0.522321,0.683036,0.625
img_19138.jpg,60,135,132,158,0.267857,0.602679,0.589286,0.705357
img_13373.jpg,61,166,116,179,0.272321,0.741071,0.517857,0.799107
img_04169.jpg,87,147,109,154,0.388393,0.65625,0.486607,0.6875
img_13415.jpg,106,119,135,131,0.473214,0.53125,0.602679,0.584821
img_01011.jpg,105,75,128,91,0.46875,0.334821,0.571429,0.40625
img_18540.jpg,63,114,116,129,0.28125,0.508929,0.517857,0.575893
img_04380.jpg,29,135,40,141,0.129464,0.602679,0.178571,0.629464
img_04380.jpg,132,120,151,130,0.589286,0.535714,0.674107,0.580357
img_13824.jpg,88,122,144,135,0.392857,0.544643,0.642857,0.602679
img_18971.jpg,94,87,174,106,0.419643,0.388393,0.776786,0.473214
img_18965.jpg,54,80,145,110,0.241071,0.357143,0.647321,0.491071
img_16790.jpg,109,108,158,125,0.486607,0.482143,0.705357,0.558036
img_04394.jpg,64,94,163,116,0.285714,0.419643,0.727679,0.517857
img_13830.jpg,83,175,147,190,0.370536,0.78125,0.65625,0.848214
img_18795.jpg,58,136,90,146,0.258929,0.607143,0.401786,0.651786
img_13818.jpg,82,133,129,145,0.366071,0.59375,0.575893,0.647321
img_18959.jpg,164,90,211,105,0.732143,0.401786,0.941964,0.46875
img_07879.jpg,88,92,124,102,0.392857,0.410714,0.553571,0.455357
img_18781.jpg,78,138,125,156,0.348214,0.616071,0.558036,0.696429
img_04425.jpg,87,91,123,110,0.388393,0.40625,0.549107,0.491071
img_19312.jpg,47,148,121,168,0.209821,0.660714,0.540179,0.75
img_16021.jpg,90,161,133,169,0.401786,0.71875,0.59375,0.754464
img_19474.jpg,54,102,88,124,0.241071,0.455357,0.392857,0.553571
img_07892.jpg,74,99,131,114,0.330357,0.441964,0.584821,0.508929
img_04343.jpg,0,62,216,99,0.0,0.276786,0.964286,0.441964
img_04357.jpg,109,111,141,122,0.486607,0.495536,0.629464,0.544643
img_19460.jpg,34,114,121,141,0.151786,0.508929,0.540179,0.629464
img_07886.jpg,73,119,171,143,0.325893,0.53125,0.763393,0.638393
img_19306.jpg,30,116,133,143,0.133929,0.517857,0.59375,0.638393
img_16035.jpg,94,136,127,146,0.419643,0.607143,0.566964,0.651786
img_09115.jpg,86,105,155,123,0.383929,0.46875,0.691964,0.549107
img_00657.jpg,23,100,59,116,0.102679,0.446429,0.263393,0.517857
img_18018.jpg,46,149,149,172,0.205357,0.665179,0.665179,0.767857
img_04431.jpg,151,126,179,136,0.674107,0.5625,0.799107,0.607143
img_04419.jpg,52,80,171,143,0.232143,0.357143,0.763393,0.638393
img_13603.jpg,79,120,146,136,0.352679,0.535714,0.651786,0.607143
img_18756.jpg,43,138,98,155,0.191964,0.616071,0.4375,0.691964
img_19448.jpg,98,121,136,131,0.4375,0.540179,0.607143,0.584821
img_09897.jpg,73,132,139,150,0.325893,0.589286,0.620536,0.669643
img_18742.jpg,36,104,93,127,0.160714,0.464286,0.415179,0.566964
img_07662.jpg,7,88,171,146,0.03125,0.392857,0.763393,0.651786
img_13617.jpg,165,129,198,140,0.736607,0.575893,0.883929,0.625
img_13617.jpg,37,87,53,91,0.165179,0.388393,0.236607,0.40625
img_16009.jpg,74,132,147,148,0.330357,0.589286,0.65625,0.660714
img_18754.jpg,50,96,110,115,0.223214,0.428571,0.491071,0.513393
img_13601.jpg,92,119,130,140,0.410714,0.53125,0.580357,0.625
img_12279.jpg,88,109,134,119,0.392857,0.486607,0.598214,0.53125
img_17315.jpg,93,115,156,131,0.415179,0.513393,0.696429,0.584821
img_19338.jpg,55,88,91,101,0.245536,0.392857,0.40625,0.450893
img_13173.jpg,76,79,199,123,0.339286,0.352679,0.888393,0.549107
img_13615.jpg,160,139,223,161,0.714286,0.620536,0.995536,0.71875
img_04369.jpg,50,99,91,112,0.223214,0.441964,0.40625,0.5
img_18998.jpg,9,106,23,118,0.040179,0.473214,0.102679,0.526786
img_18740.jpg,87,125,132,142,0.388393,0.558036,0.589286,0.633929
img_04341.jpg,144,152,179,168,0.642857,0.678571,0.799107,0.75
img_19476.jpg,78,82,106,102,0.348214,0.366071,0.473214,0.455357
img_07890.jpg,66,116,88,122,0.294643,0.517857,0.392857,0.544643
img_18768.jpg,90,98,120,108,0.401786,0.4375,0.535714,0.482143
img_00899.jpg,106,67,120,78,0.473214,0.299107,0.535714,0.348214
img_09103.jpg,79,145,131,156,0.352679,0.647321,0.584821,0.696429
img_19310.jpg,72,134,138,150,0.321429,0.598214,0.616071,0.669643
img_16023.jpg,70,117,106,126,0.3125,0.522321,0.473214,0.5625
img_04427.jpg,66,101,76,114,0.294643,0.450893,0.339286,0.508929
img_04433.jpg,109,110,141,122,0.486607,0.491071,0.629464,0.544643
img_19304.jpg,44,111,158,139,0.196429,0.495536,0.705357,0.620536
img_16037.jpg,95,130,128,138,0.424107,0.580357,0.571429,0.616071
img_19462.jpg,86,94,123,103,0.383929,0.419643,0.549107,0.459821
img_07884.jpg,92,141,133,151,0.410714,0.629464,0.59375,0.674107
img_04355.jpg,68,98,126,114,0.303571,0.4375,0.5625,0.508929
img_13629.jpg,153,156,196,179,0.683036,0.696429,0.875,0.799107
img_18797.jpg,87,143,118,151,0.388393,0.638393,0.526786,0.674107
img_19489.jpg,81,131,123,150,0.361607,0.584821,0.549107,0.669643
img_18783.jpg,87,113,142,130,0.388393,0.504464,0.633929,0.580357
img_02903.jpg,104,104,178,166,0.464286,0.464286,0.794643,0.741071
img_07853.jpg,48,138,175,167,0.214286,0.616071,0.78125,0.745536
img_18973.jpg,67,89,150,109,0.299107,0.397321,0.669643,0.486607
img_13826.jpg,92,141,131,151,0.410714,0.629464,0.584821,0.674107
img_04382.jpg,88,130,138,142,0.392857,0.580357,0.616071,0.633929
img_13832.jpg,91,159,132,170,0.40625,0.709821,0.589286,0.758929
img_04396.jpg,85,117,141,164,0.379464,0.522321,0.629464,0.732143
img_18967.jpg,79,175,136,196,0.352679,0.78125,0.607143,0.875
img_08023.jpg,80,102,168,133,0.357143,0.455357,0.75,0.59375
img_17103.jpg,89,151,132,161,0.397321,0.674107,0.589286,0.71875
img_04619.jpg,98,93,131,101,0.4375,0.415179,0.584821,0.450893
img_13365.jpg,85,164,144,175,0.379464,0.732143,0.642857,0.78125
img_02268.jpg,162,124,194,134,0.723214,0.553571,0.866071,0.598214
img_13403.jpg,104,121,121,128,0.464286,0.540179,0.540179,0.571429
img_18556.jpg,60,121,106,132,0.267857,0.540179,0.473214,0.589286
img_06768.jpg,80,161,131,172,0.357143,0.71875,0.584821,0.767857
img_01007.jpg,90,74,129,82,0.401786,0.330357,0.575893,0.366071
img_19648.jpg,79,115,113,124,0.352679,0.513393,0.504464,0.553571
img_18542.jpg,74,107,130,124,0.330357,0.477679,0.580357,0.553571
img_01013.jpg,89,85,114,134,0.397321,0.379464,0.508929,0.598214
img_12709.jpg,78,102,107,116,0.348214,0.455357,0.477679,0.517857
img_13417.jpg,8,57,222,154,0.035714,0.254464,0.991071,0.6875
img_13371.jpg,87,134,128,142,0.388393,0.598214,0.571429,0.633929
img_08037.jpg,71,137,154,160,0.316964,0.611607,0.6875,0.714286
img_17117.jpg,130,122,172,136,0.580357,0.544643,0.767857,0.607143
img_13359.jpg,84,128,127,139,0.375,0.571429,0.566964,0.620536
img_04625.jpg,77,171,140,185,0.34375,0.763393,0.625,0.825893
img_19112.jpg,1,84,111,109,0.004464,0.375,0.495536,0.486607
img_10136.jpg,99,84,132,92,0.441964,0.375,0.589286,0.410714
img_06754.jpg,98,135,133,143,0.4375,0.602679,0.59375,0.638393
img_19674.jpg,97,136,120,143,0.433036,0.607143,0.535714,0.638393
img_04143.jpg,93,126,132,135,0.415179,0.5625,0.589286,0.602679
img_04157.jpg,92,168,146,180,0.410714,0.75,0.651786,0.803571
img_10122.jpg,104,118,127,136,0.464286,0.526786,0.566964,0.607143
img_06740.jpg,81,135,135,149,0.361607,0.602679,0.602679,0.665179
img_19660.jpg,86,119,158,147,0.383929,0.53125,0.705357,0.65625
img_19106.jpg,117,131,168,150,0.522321,0.584821,0.75,0.669643
img_18218.jpg,15,7,181,203,0.066964,0.03125,0.808036,0.90625
img_04631.jpg,84,144,121,151,0.375,0.642857,0.540179,0.674107
img_04802.jpg,84,141,132,150,0.375,0.629464,0.589286,0.669643
img_18595.jpg,56,96,107,111,0.25,0.428571,0.477679,0.495536
img_06973.jpg,78,149,155,165,0.348214,0.665179,0.691964,0.736607
img_18581.jpg,65,69,131,90,0.290179,0.308036,0.584821,0.401786
img_15933.jpg,85,127,131,137,0.379464,0.566964,0.584821,0.611607
img_04180.jpg,3,52,220,159,0.013393,0.232143,0.982143,0.709821
img_06797.jpg,88,170,135,182,0.392857,0.758929,0.602679,0.8125
img_06783.jpg,87,179,137,191,0.388393,0.799107,0.611607,0.852679
