filename,xmin,ymin,xmax,ymax
img_04433.jpg,196,148,253,169
img_19304.jpg,350,388,1239,608
img_16037.jpg,101,283,171,299
img_19462.jpg,138,315,263,345
img_07884.jpg,165,202,239,220
img_04355.jpg,170,81,316,121
img_13629.jpg,274,257,350,297
img_18797.jpg,119,475,219,501
img_19489.jpg,214,438,356,503
img_18783.jpg,197,206,320,243
img_02903.jpg,206,167,351,288
img_07853.jpg,108,226,392,291
img_18973.jpg,582,349,1292,518
img_13826.jpg,104,230,168,245
img_04382.jpg,158,149,247,170
img_13832.jpg,103,259,170,277
img_04396.jpg,152,122,252,207
img_18967.jpg,227,710,459,796
img_08023.jpg,179,116,375,184
img_17103.jpg,159,221,237,239
img_04619.jpg,114,151,167,164
img_13365.jpg,104,140,175,153
img_02268.jpg,362,174,434,196
img_13403.jpg,187,140,217,153
img_18556.jpg,386,603,684,673
img_06768.jpg,85,262,168,279
img_01007.jpg,910,1092,1473,1197
img_19648.jpg,222,172,317,197
img_18542.jpg,278,480,529,554
img_01013.jpg,1096,1521,1553,2409
img_12709.jpg,232,194,316,234
img_13417.jpg,19,29,497,245
img_13371.jpg,81,301,175,321
img_08037.jpg,218,332,469,403
img_17117.jpg,233,155,308,179
img_13359.jpg,103,122,155,135
img_04625.jpg,80,278,182,300
img_19112.jpg,7,374,672,527
img_10136.jpg,1047,1234,1526,1355
img_06754.jpg,102,356,193,377
img_19674.jpg,308,347,382,368
img_04143.jpg,106,205,170,220
img_04157.jpg,112,171,178,185
img_10122.jpg,1305,2029,1699,2335
img_06740.jpg,99,130,165,148
img_19660.jpg,416,344,763,481
img_19106.jpg,272,175,390,218
img_18218.jpg,18,19,415,488
img_04631.jpg,102,107,148,116
img_04802.jpg,91,229,169,244
img_18595.jpg,178,217,335,266
img_06973.jpg,176,255,348,291
img_18581.jpg,226,302,514,395
img_15933.jpg,93,206,167,223
img_04180.jpg,7,16,493,256
img_06797.jpg,98,277,175,295
img_06783.jpg,96,291,177,311
img_04194.jpg,360,166,383,181
img_15927.jpg,113,162,181,178
img_08157.jpg,159,259,329,297
img_13577.jpg,115,116,276,156
img_08631.jpg,374,266,753,442
img_17705.jpg,682,378,935,581
img_13563.jpg,129,260,232,290
img_04779.jpg,105,128,154,138
img_04751.jpg,82,143,191,173
img_15884.jpg,103,234,168,249
img_00537.jpg,138,249,348,301
img_19066.jpg,904,159,1457,313
img_16433.jpg,341,197,423,222
img_19700.jpg,1001,284,1294,358
img_00251.jpg,185,290,374,339
img_04037.jpg,94,364,185,385
img_19714.jpg,1028,329,1663,487
img_10730.jpg,29,265,161,325
img_19072.jpg,1313,186,1538,253
img_15890.jpg,126,152,178,164
img_04745.jpg,75,372,179,395
img_19099.jpg,207,652,401,728
img_18387.jpg,468,287,547,349
img_06807.jpg,63,290,144,325
img_06813.jpg,99,259,177,278
img_17088.jpg,1051,934,2249,1307
img_04792.jpg,100,261,168,275
img_13588.jpg,201,191,288,230
img_10095.jpg,634,1546,990,2246
img_01198.jpg,595,264,808,317
img_04786.jpg,65,344,178,370
img_18620.jpg,220,191,358,236
img_13775.jpg,207,200,300,260
img_04209.jpg,283,239,424,286
img_03566.jpg,231,188,359,215
img_19258.jpg,255,194,379,246
img_13761.jpg,226,181,327,210
img_18634.jpg,183,352,316,392
img_10268.jpg,1000,897,1310,1076
img_13991.jpg,100,159,167,177
img_04235.jpg,160,144,239,183
img_13749.jpg,38,159,116,197
img_10240.jpg,1312,957,1572,1318
img_19502.jpg,34,406,398,570
img_19264.jpg,151,276,275,320
img_17249.jpg,181,351,329,399
img_04553.jpg,71,124,198,231
img_04547.jpg,87,82,339,146
img_19270.jpg,262,353,545,436
img_18608.jpg,172,231,315,268
img_10254.jpg,689,2150,1300,2339
img_19516.jpg,87,378,348,483
img_13985.jpg,55,296,145,335
img_04221.jpg,54,135,120,178
img_00912.jpg,1061,1960,1949,2198
img_00906.jpg,110,1086,1303,1500
img_18807.jpg,178,353,288,380
img_07927.jpg,311,429,670,533
img_10283.jpg,794,1039,1442,1450
img_13952.jpg,108,131,167,145
img_04590.jpg,278,182,407,263
img_16194.jpg,109,226,241,259
img_04584.jpg,164,224,272,247
img_13946.jpg,92,127,178,146
img_18813.jpg,209,516,353,563
img_07933.jpg,168,162,324,205
img_10297.jpg,1021,1397,1521,1539
img_04585.jpg,77,204,101,225
img_10296.jpg,952,1055,1321,1534
img_07932.jpg,160,67,324,108
img_18812.jpg,341,307,483,352
img_13947.jpg,65,313,170,347
img_13953.jpg,170,139,227,166
img_10282.jpg,949,251,1251,537
img_07926.jpg,118,216,643,413
img_18806.jpg,316,173,434,203
img_04591.jpg,133,126,261,160
img_00907.jpg,1523,2003,2217,2497
img_09923.jpg,113,283,255,323
img_00913.jpg,1030,1573,1618,1785
img_19271.jpg,108,318,230,351
img_04546.jpg,143,171,210,208
img_02889.jpg,142,448,356,500
img_04220.jpg,122,198,262,232
img_13984.jpg,137,286,203,322
img_19517.jpg,114,400,375,499
img_10255.jpg,1065,1284,1478,2071
img_18609.jpg,111,90,232,138
img_19503.jpg,188,313,572,467
img_10241.jpg,1436,1698,1799,1929
img_13748.jpg,142,111,319,161
img_04234.jpg,220,173,360,200
img_13990.jpg,79,221,159,240
img_04552.jpg,45,98,364,159
img_17248.jpg,84,122,165,160
img_10527.jpg,122,205,210,229
img_19265.jpg,122,265,272,325
img_12318.jpg,582,280,699,315
img_10269.jpg,1173,1044,1400,1381
img_07715.jpg,393,452,595,500
img_18635.jpg,151,430,295,472
img_13760.jpg,264,141,318,162
img_04208.jpg,94,118,274,163
img_13774.jpg,120,187,325,220
img_11163.jpg,140,157,306,208
img_18621.jpg,314,436,630,554
img_19259.jpg,462,147,648,198
img_10094.jpg,1040,264,3074,2355
img_04787.jpg,70,236,144,261
img_04793.jpg,58,201,130,230
img_17089.jpg,292,219,446,253
img_13589.jpg,148,180,262,213
img_06812.jpg,105,418,173,431
img_19098.jpg,160,356,333,412
img_06806.jpg,90,293,161,308
img_19715.jpg,1463,147,1878,254
img_04744.jpg,88,176,185,196
img_15891.jpg,46,77,115,106
img_13238.jpg,143,164,315,203
img_19073.jpg,1028,329,1663,487
img_19067.jpg,46,301,256,381
img_07259.jpg,84,140,182,162
img_15885.jpg,92,190,176,207
img_04750.jpg,138,174,203,214
img_19701.jpg,1000,274,1283,348
img_13562.jpg,243,184,285,205
img_17704.jpg,142,197,320,249
img_18437.jpg,181,171,312,206
img_11413.jpg,314,313,569,400
img_04778.jpg,116,231,182,246
img_18345.jpg,179,235,352,274
img_13576.jpg,99,150,162,167
img_04195.jpg,112,65,306,173
img_08977.jpg,104,185,155,197
img_06782.jpg,119,163,180,183
img_01953.jpg,267,511,500,574
img_15926.jpg,103,9,159,22
img_15932.jpg,39,126,99,142
img_06796.jpg,98,255,172,272
img_04181.jpg,315,287,407,311
img_18580.jpg,191,249,449,331
img_04803.jpg,113,134,162,146
img_18594.jpg,143,179,294,224
img_19661.jpg,270,359,389,402
img_06741.jpg,116,121,191,138
img_10123.jpg,1193,2641,1568,2891
img_04156.jpg,96,192,192,218
img_04630.jpg,95,208,174,225
img_19107.jpg,746,400,1090,525
img_19113.jpg,247,406,389,448
img_04624.jpg,90,228,171,246
img_13358.jpg,90,128,137,139
img_04142.jpg,111,247,212,288
img_19675.jpg,137,359,226,387
img_06755.jpg,68,146,186,171
img_10137.jpg,1152,1392,1473,1765
img_00324.jpg,205,290,335,353
img_13416.jpg,91,110,166,140
img_01012.jpg,590,1184,1315,1553
img_18543.jpg,286,559,534,639
img_17116.jpg,144,165,314,203
img_08036.jpg,229,326,477,398
img_13370.jpg,34,132,69,145
img_13364.jpg,94,237,173,255
img_04618.jpg,202,226,248,245
img_17102.jpg,165,202,239,220
img_08022.jpg,41,224,149,251
img_11573.jpg,179,586,344,620
img_01006.jpg,984,1186,1326,1444
img_19649.jpg,347,456,624,525
img_06769.jpg,124,232,185,246
img_18557.jpg,1118,356,1379,496
img_13402.jpg,193,165,394,217
img_01589.jpg,326,186,574,231
img_18966.jpg,195,240,373,281
img_04397.jpg,286,173,400,211
img_13833.jpg,103,276,177,300
img_04383.jpg,166,148,233,184
img_13827.jpg,75,256,186,287
img_18972.jpg,670,369,1378,536
img_18782.jpg,204,260,337,302
img_19488.jpg,157,348,227,380
img_18796.jpg,133,491,244,520
img_08585.jpg,62,299,175,334
img_16036.jpg,79,242,184,264
img_19305.jpg,327,495,1208,727
img_04432.jpg,47,161,115,192
img_13628.jpg,134,235,169,246
img_04354.jpg,262,141,318,160
img_07885.jpg,159,221,237,239
img_19463.jpg,171,487,330,536
img_18769.jpg,170,475,331,547
img_07891.jpg,231,280,345,307
img_19477.jpg,114,217,213,245
img_04340.jpg,324,166,475,205
img_04426.jpg,122,195,265,234
img_16022.jpg,100,142,172,159
img_19311.jpg,239,583,613,689
img_00898.jpg,1490,1790,1971,2078
img_19339.jpg,153,169,262,201
img_07107.jpg,138,133,304,182
img_18741.jpg,260,418,467,500
img_18999.jpg,55,131,160,169
img_04368.jpg,70,199,260,271
img_13614.jpg,152,122,252,207
img_13600.jpg,158,149,247,170
img_18755.jpg,105,283,269,332
img_19315.jpg,112,555,644,697
img_16026.jpg,107,124,172,140
img_04422.jpg,143,126,260,159
img_04344.jpg,243,184,285,205
img_13638.jpg,29,192,57,203
img_13638.jpg,168,202,198,214
img_13638.jpg,313,180,333,191
img_13638.jpg,385,172,399,181
img_19473.jpg,59,487,230,587
img_07895.jpg,120,115,216,146
img_19467.jpg,126,426,306,525
img_07881.jpg,186,344,348,385
img_18779.jpg,208,463,381,530
img_04350.jpg,213,133,271,168
img_02721.jpg,541,390,769,458
img_04436.jpg,173,143,247,182
img_19301.jpg,455,663,1063,843
img_16032.jpg,68,245,129,274
img_00888.jpg,705,1344,1158,1639
img_08224.jpg,244,114,378,149
img_19329.jpg,331,516,568,611
img_18989.jpg,141,462,271,503
img_18751.jpg,206,413,449,488
img_13604.jpg,155,169,200,182
img_04378.jpg,64,160,130,181
img_13610.jpg,361,167,434,183
img_18745.jpg,337,503,605,605
img_08556.jpg,152,194,252,218
img_07103.jpg,150,251,344,303
img_18976.jpg,688,278,1283,414
img_13823.jpg,96,114,171,131
img_04387.jpg,259,185,317,215
img_13837.jpg,114,151,167,164
img_04393.jpg,139,282,249,310
img_18962.jpg,101,226,192,250
img_10480.jpg,166,277,325,328
img_18792.jpg,204,435,360,495
img_18786.jpg,328,482,728,623
img_19498.jpg,143,236,484,375
img_02906.jpg,166,101,281,134
img_00877.jpg,634,1546,990,2246
img_10133.jpg,1211,1966,1424,2129
img_19671.jpg,106,268,202,296
img_06751.jpg,99,330,177,357
img_04146.jpg,94,237,173,255
img_04620.jpg,94,272,168,291
img_19117.jpg,580,306,692,338
img_19103.jpg,184,178,286,210
img_13348.jpg,99,301,181,316
img_04634.jpg,77,302,178,323
img_04152.jpg,34,132,69,145
img_10127.jpg,136,1210,493,2785
img_19665.jpg,183,476,255,496
img_06745.jpg,89,279,184,297
img_13406.jpg,336,192,357,204
img_18553.jpg,319,423,562,483
img_01002.jpg,1646,1640,2103,1903
img_17106.jpg,88,110,165,134
img_08026.jpg,1,27,466,147
img_13360.jpg,111,247,212,288
img_04608.jpg,104,230,168,245
img_13374.jpg,96,192,192,218
img_17112.jpg,192,226,387,274
img_08032.jpg,203,160,341,199
img_18547.jpg,133,644,452,887
img_01016.jpg,940,1184,1490,1871
img_19659.jpg,211,335,394,384
img_06779.jpg,103,231,172,244
img_13412.jpg,360,166,383,181
img_04185.jpg,187,140,217,153
img_06792.jpg,82,273,175,293
img_15936.jpg,91,239,178,256
img_15922.jpg,80,232,171,257
img_06786.jpg,103,164,168,178
img_04191.jpg,305,256,320,267
img_08783.jpg,110,190,418,261
img_18590.jpg,240,189,358,242
img_06976.jpg,109,226,241,259
img_10872.jpg,154,230,315,277
img_18584.jpg,169,216,574,346
img_19705.jpg,354,304,1009,482
img_08608.jpg,135,206,195,224
img_02443.jpg,401,426,584,470
img_12650.jpg,285,352,498,398
img_02325.jpg,131,438,355,489
img_04754.jpg,76,194,159,218
img_15881.jpg,90,173,178,190
img_19063.jpg,1,351,696,523
img_19077.jpg,376,62,846,234
img_15895.jpg,88,282,188,306
img_04740.jpg,101,209,185,231
img_19711.jpg,1259,299,1536,372
img_13572.jpg,262,141,318,160
img_04768.jpg,83,330,167,352
img_13566.jpg,11,57,88,76
img_13566.jpg,15,84,84,102
img_13566.jpg,23,110,75,122
img_13566.jpg,24,150,74,175
img_13566.jpg,95,105,158,122
img_13566.jpg,154,45,393,176
img_04797.jpg,95,222,179,242
img_04783.jpg,105,319,174,337
img_17099.jpg,186,344,348,385
img_13599.jpg,163,158,234,196
img_06802.jpg,89,255,183,277
img_19088.jpg,670,674,1058,773
img_06816.jpg,96,306,190,326
img_19261.jpg,220,191,358,236
img_04556.jpg,120,187,325,220
img_13994.jpg,98,111,169,128
img_14023.jpg,104,188,181,201
img_04230.jpg,36,175,62,186
img_10245.jpg,1330,1273,1724,1560
img_18619.jpg,205,94,330,126
img_19507.jpg,368,195,613,339
img_10251.jpg,1908,636,2394,883
img_19513.jpg,194,593,428,673
img_13980.jpg,105,142,159,153
img_04224.jpg,70,197,264,265
img_13758.jpg,226,218,242,240
img_04542.jpg,264,141,318,162
img_19275.jpg,183,352,316,392
img_10279.jpg,1105,523,1473,702
img_18625.jpg,184,278,281,307
img_13770.jpg,45,98,364,159
img_13764.jpg,143,171,210,208
img_04218.jpg,212,182,245,203
img_18631.jpg,86,363,432,459
img_19249.jpg,172,231,315,268
img_08344.jpg,224,156,307,182
img_04595.jpg,89,235,176,255
img_16191.jpg,176,255,348,291
img_07922.jpg,144,168,340,210
img_18802.jpg,120,406,254,447
img_10286.jpg,1846,1178,2221,1521
img_13957.jpg,114,140,169,153
img_13943.jpg,78,306,165,332
img_07936.jpg,258,389,484,462
img_18816.jpg,247,336,390,382
img_10292.jpg,926,713,1215,823
img_04581.jpg,3,205,45,220
img_04581.jpg,345,168,365,177
img_00917.jpg,1121,1518,1463,1765
img_00903.jpg,1430,1698,1855,1929
img_00902.jpg,1184,1086,1442,1302
img_18195.jpg,104,185,155,197
img_00916.jpg,1249,1916,1405,2054
img_09932.jpg,115,158,286,249
img_10293.jpg,1005,986,1579,1192
img_18817.jpg,128,499,271,546
img_07937.jpg,63,87,159,113
img_13942.jpg,141,300,202,315
img_04580.jpg,332,176,447,204
img_04594.jpg,70,198,262,271
img_13956.jpg,102,267,173,281
img_10287.jpg,1503,1021,1915,1284
img_18803.jpg,270,394,456,444
img_07923.jpg,337,314,453,347
img_18630.jpg,108,318,230,351
img_04219.jpg,310,146,372,171
img_13765.jpg,87,82,339,146
img_19248.jpg,148,185,272,215
img_13771.jpg,71,124,198,231
img_18624.jpg,122,265,272,325
img_10278.jpg,810,1050,1568,1597
img_13759.jpg,116,55,525,262
img_04225.jpg,150,177,203,190
img_13981.jpg,163,199,211,219
img_19512.jpg,310,564,547,640
img_10250.jpg,1665,1134,1959,1378
img_19274.jpg,169,293,286,330
img_04543.jpg,226,181,327,210
img_04557.jpg,207,200,300,260
img_19260.jpg,205,94,330,126
img_19506.jpg,394,242,633,384
img_18618.jpg,462,147,648,198
img_10244.jpg,1255,1448,1686,1710
img_04231.jpg,209,137,281,174
img_14022.jpg,124,207,200,223
img_13995.jpg,93,183,182,200
img_19089.jpg,646,594,1036,694
img_06817.jpg,107,222,162,238
img_06803.jpg,101,261,171,275
img_17098.jpg,156,195,338,246
img_04782.jpg,77,281,169,302
img_13598.jpg,52,170,73,182
img_13598.jpg,237,143,271,162
img_04796.jpg,141,225,223,259
img_18354.jpg,57,82,600,187
img_13567.jpg,274,118,343,138
img_01163.jpg,129,131,206,156
img_13573.jpg,170,81,316,121
img_04769.jpg,158,245,220,275
img_04741.jpg,108,168,187,187
img_15894.jpg,135,17,205,37
img_19076.jpg,472,335,831,419
img_19710.jpg,757,57,1064,144
img_19704.jpg,1,351,696,523
img_19062.jpg,340,235,569,307
img_15880.jpg,108,145,164,157
img_04755.jpg,105,242,179,257
img_18585.jpg,255,256,691,406
img_18591.jpg,132,209,225,237
img_04806.jpg,79,183,144,203
img_15923.jpg,189,233,260,274
img_04190.jpg,159,221,237,242
img_06787.jpg,85,135,170,156
img_06793.jpg,93,262,182,281
img_04184.jpg,193,165,394,217
img_15937.jpg,97,230,181,253
img_08033.jpg,155,154,302,195
img_17113.jpg,120,115,216,146
img_13375.jpg,112,171,178,185
img_04609.jpg,75,256,186,287
img_13413.jpg,112,65,306,173
img_06778.jpg,89,242,175,263
img_01017.jpg,1259,1821,2234,1959
img_19658.jpg,328,230,518,286
